"","Openness","Conscientiousness","Extraversion","Agreeableness","Neuroticism","BMissing","CMissing","Attrition","Age","Gender","Education"
"1644",2,3.25,3.25,4.25,2.75,1,1,1,62,0,1
"1645",3.75,4.5,3.5,3.25,1,0,0,0,62,0,1
"1646",4,3,2.25,3.25,3.5,0,0,0,62,0,0
"1647",2.75,2.75,2.25,3.75,1.75,0,0,0,62,1,0
"1648",1.5,4.25,3.25,3.25,1.5,1,1,1,62,0,1
"1649",3.5,3.5,2.25,3.5,2,0,0,0,62,1,0
"1650",3.25,4,2.25,3.5,1.5,0,0,0,62,1,0
"1651",3.25,4.5,1.5,3.5,3,0,0,0,62,1,1
"1652",4,3.25,3,4.25,3.5,0,1,0,62,1,1
"1653",2.25,3.5,1.75,3,3.25,0,0,0,62,1,0
"1654",3.5,4.75,3.25,4,1,0,0,0,62,1,0
"1655",3.75,4.75,4.25,3.75,1.75,0,0,0,62,0,1
"1656",3.5,3.25,2.5,3,2.5,0,0,0,62,0,1
"1657",3.5,5,4.5,4.5,1.75,0,0,0,62,1,1
"1658",3.5,5,4.75,4,1,0,0,0,62,0,0
"1659",3.75,4.25,4.25,4.5,2.25,0,0,0,62,0,1
"1660",5,4.5,3,4,1.5,0,0,0,62,1,1
"1661",2.5,4.75,4,5,3,0,0,0,62,1,1
"1662",4.5,3.75,3.75,4,2.75,0,0,0,62,1,1
"1663",3.75,4,3.25,5,2.75,0,0,0,62,1,0
"1664",2.25,4,2.5,4,1.25,0,0,0,62,1,0
"1665",3.25,4.25,3.5,3.5,2.75,1,1,1,62,0,0
"1666",3.25,3.5,2.75,3.5,3.25,0,1,0,62,0,0
"1667",2.75,3.25,3.25,3,3.25,1,1,1,62,0,0
"1668",4.25,4.25,4.75,4.75,3.25,0,0,0,62,1,1
"1669",4.75,4.5,5,5,2,1,0,0,62,0,0
"1670",5,3.5,3,5,2.25,0,0,0,62,0,1
"1671",4.25,4.25,2,3.25,1.5,0,0,0,62,0,1
"1672",4.25,4.75,3.75,5,2.25,0,0,0,62,0,1
"1673",2.75,4,3.75,4,2.5,0,0,0,62,1,0
"1674",5,4,4.75,3.75,3,0,0,0,62,1,1
"1675",4.5,4.25,2.5,5,1,0,0,0,62,0,0
"1676",2.75,4.75,3,4.75,2.25,0,0,0,62,1,1
"1677",2.75,4.75,2.5,5,3.75,0,0,0,62,1,0
"1678",4.75,4.5,4,3.75,1.75,0,1,0,63,0,0
"1679",3.5,4.25,2.75,4.75,1.25,0,0,0,62,1,1
"1680",3,4,3,3.25,3,0,0,0,62,0,0
"1681",3.75,2.25,3,4.5,1.25,1,1,1,62,0,0
"1682",3.75,4.5,4,4.25,2.5,1,1,1,62,1,0
"1683",3.5,4.25,4,4,1.25,0,0,0,62,0,0
"1684",4.75,2,4.5,4,1.75,0,0,0,62,0,1
"1685",4.75,5,4.75,4.75,2.5,0,1,0,62,1,1
"1686",3.75,4,2,4.25,4.25,0,0,0,62,1,0
"1687",4,4.75,1.5,4,2.5,0,0,0,62,1,0
"1688",3.25,3.25,2.25,3.25,3.25,1,1,1,62,0,0
"1689",3.25,5,2.5,3.25,3.25,1,1,1,62,1,0
"1690",3.25,5,2.75,4.5,3,0,0,0,62,1,0
"1691",2.5,1.5,1.5,1,5,1,0,0,62,0,0
"1692",3.5,3.75,2.5,3.5,2.5,0,0,0,62,1,0
"1693",4.5,2.75,2.75,4.25,3.25,0,0,0,62,0,0
"1694",4.25,4.25,3.25,4.5,2.5,0,0,0,62,0,1
"1695",4.5,4.5,3,4.25,1,0,1,0,62,0,1
"1696",3.75,4.25,3.75,3,1,0,0,0,62,1,1
"1697",3,3.5,4,4.25,3,0,0,0,62,0,0
"1698",3.5,4.25,4.75,4.25,2.5,0,0,0,62,0,0
"1699",3,4.5,3,4,2.75,0,0,0,62,1,0
"1700",2.75,4.25,3.25,3.75,2.5,0,0,0,62,0,0
"1701",4.25,3.5,4,4.5,1.25,0,0,0,62,1,0
"1702",2.5,3.25,3.25,3.5,4,0,0,0,62,0,0
"1703",3.75,1.5,2.25,3.25,2.75,0,0,0,62,0,0
"1704",4.75,3.5,3.25,5,3.75,0,0,0,62,1,1
"1705",4.75,3.5,3,3.75,3.5,0,1,0,62,1,1
"1706",3,4,2.75,4,4,0,0,0,62,0,1
"1707",4,3.75,3,3.25,3.5,0,0,0,62,0,0
"1708",2.25,4.5,1.5,2.25,2.25,0,0,0,62,0,1
"1709",2.5,3,2.75,3,3,0,1,0,62,0,0
"1710",3.5,4,2,4.5,2.5,0,0,0,62,1,1
"1711",2.5,4,3.5,4,2.5,0,0,0,62,1,0
"1712",5,3.5,1.75,3.75,3.25,0,0,0,62,1,1
"1713",3.75,4.25,3.75,4.25,2.5,0,0,0,62,1,1
"1714",3,4.5,4.5,4.5,2.5,0,0,0,62,1,1
"1715",4.75,4.25,4.5,4,2,0,1,0,62,0,1
"1716",3.5,3.75,3,4.5,2,0,0,0,62,1,0
"1717",4.75,3.75,2.75,4.25,3,0,1,0,62,0,1
"1718",4.5,4.25,3,4.25,1.5,0,0,0,62,0,1
"1719",4.75,4.75,4,4.75,1,0,0,0,62,1,1
"1720",3.75,4.25,2.75,4,1.75,0,0,0,62,1,0
"1721",3,3.75,2.25,3.5,3,1,1,1,62,0,0
"1722",3,3,4.5,5,1.5,0,0,0,62,1,1
"1723",4,3.75,2.75,4.25,2.5,0,0,0,62,1,1
"1724",3.25,4.5,2.75,2.25,2.25,0,1,0,62,0,0
"1725",3.25,3.25,4,4.25,3.75,0,0,0,62,0,0
"1726",1,3,1,3.25,2.5,0,0,0,62,0,0
"1727",4.5,3.75,4.25,4.5,1.5,1,1,1,62,0,1
"1728",3,3,3.75,4.75,2.75,0,0,0,62,1,0
"1729",2.75,4.5,2.75,3.75,2.5,0,0,0,62,1,1
"1730",4,4.5,3.5,4,1.5,0,0,0,62,0,0
"1731",3.25,4.25,5,3.75,1.75,0,0,0,62,0,0
"1732",3,2.75,3.75,3.75,3.75,0,0,0,62,1,0
"1733",3.25,5,2.75,3.25,2.25,0,0,0,62,0,1
"1734",4,4,3.5,4.5,3.5,0,0,0,62,1,1
"1735",4.25,4.5,2.5,4.25,2.5,0,0,0,62,0,1
"1736",3,3.75,1.5,3,3.5,0,0,0,63,0,0
"1737",3.5,5,3,2.75,2,0,1,0,62,0,0
"1738",3.25,4.5,2.25,4.75,3,1,1,1,62,1,1
"1739",3.5,3.75,2.75,4,3.25,0,0,0,62,1,1
"1740",4.75,3,4,4.5,1,0,1,0,62,0,1
"1741",1.5,3,2,5,4.25,0,0,0,62,1,0
"1742",4.5,3,4,4.75,2.75,0,0,0,62,1,1
"1743",4.75,4.75,3.75,5,1,0,0,0,62,1,1
"1744",3,3.75,3.75,4,2,1,0,0,62,0,0
"1745",1,4,2,3,3,1,0,0,62,1,0
"1746",4.25,3.25,3.5,4.75,2.5,0,0,0,62,0,0
"1747",3,4.5,4.25,4.5,1.75,0,0,0,62,0,1
"1748",4,3.5,1.25,3.5,1,0,0,0,62,0,1
"1749",5,4.5,4.5,4.5,1.75,1,1,1,62,0,1
"1750",2.5,4.75,4.5,4,1.5,1,0,0,62,0,0
"1751",4.75,2.5,4,4.25,2.75,0,0,0,62,1,1
"1752",4,4.75,2.75,3.25,1.25,0,0,0,62,0,1
"1753",4.25,2.5,4.5,4.25,3.25,0,0,0,62,0,1
"1754",3.5,3.75,1,3.75,3.75,0,1,0,62,1,0
"1755",2,3.5,3.5,3.75,2.75,0,0,0,62,0,0
"1756",3.75,4.25,3,4,2.75,1,1,1,62,0,1
"1757",4.75,3,4.5,4.5,1.75,0,1,0,62,0,0
"1758",3.25,3.75,3.5,4,1,1,1,1,62,0,0
"1759",3.25,3,2,3.5,5,0,0,0,62,0,0
"1760",4.25,4.5,4.5,4.5,1.25,0,0,0,62,1,1
"1761",3,3.5,2.25,4.5,3.5,0,0,0,62,1,0
"1762",2.5,4.5,4,3.5,2.5,0,0,0,62,1,0
"1763",2.75,3.5,4.25,4.75,1.25,0,0,0,62,1,1
"1764",3,4,3.5,3.75,2,1,1,1,62,1,0
"1765",4.25,2.5,3.25,5,3.75,0,0,0,62,0,1
"1766",5,4.75,4.5,5,3,0,0,0,62,0,1
"1767",2.5,3.5,1,2.75,4,1,0,0,62,1,0
"1768",3,2.75,4,3.5,2.75,0,0,0,62,0,1
"1769",4.25,4.5,4,4.5,1.5,0,0,0,62,1,1
"1770",3,3.5,1.25,3.5,3.75,0,1,0,62,0,0
"1771",1.75,3.75,1.5,2.75,1.75,0,0,0,62,0,0
"1772",2.5,3.75,3.5,3.75,1.75,0,0,0,62,1,0
"1773",4.5,3.25,3,3.5,2.25,0,0,0,62,0,1
"1774",4,4.5,2.75,3.5,1,0,0,0,62,0,1
"1775",3.75,4.5,3.25,3.75,3,0,0,0,62,0,1
"1776",2.5,4.75,3.25,3.25,1.75,0,0,0,62,0,0
"1777",3.5,2.5,3.25,3.75,3.5,0,0,0,62,0,0
"1778",3.25,4.5,2.75,2.75,3.25,0,0,0,62,0,0
"1779",5,3.75,3.75,4,2.5,0,0,0,62,0,1
"1780",2.75,3.25,2.5,2.75,1.75,0,1,0,62,0,0
"1781",2.25,3.75,3.5,3.5,2.25,0,1,0,62,0,0
"1782",4,4.75,2.75,4.75,1.25,0,0,0,62,1,1
"1783",2.5,3.5,2.75,3.75,2,0,0,0,62,1,1
"1784",4,5,4.5,3.75,3,0,0,0,62,1,0
"1785",4.75,4.25,4.75,3.75,2,0,0,0,62,0,1
"1786",3.75,4.5,2,4.75,1.5,0,0,0,62,1,0
"1787",4.75,2.75,3.75,3.75,2,0,0,0,62,1,1
"1788",3,3.75,2.5,3.5,2.25,0,0,0,62,0,0
"1789",4.5,4.75,4.25,4.75,2.25,0,0,0,62,1,1
"1790",4.25,4.25,3.75,4.25,3,0,0,0,62,1,1
"1791",4.25,3.75,3.5,5,1.25,0,0,0,62,1,1
"1792",3.25,2.25,3.25,5,3.75,0,1,0,62,1,1
"1793",4.25,3.75,3.25,4.25,1.25,0,0,0,62,0,0
"1794",2.25,4,2.75,3.75,2,0,0,0,62,0,1
"1795",3.5,3.75,2.5,3,3,1,1,1,62,1,0
"1796",3.25,1.75,1.5,2.75,2.5,1,1,1,62,0,0
"1797",3,5,4,4,1.25,0,0,0,62,0,0
"1798",2.25,4,3.5,2.75,3,0,0,0,62,0,0
"1799",3.5,4.75,3.5,3.75,1.75,1,1,1,62,1,0
"1800",2.5,3.25,2.5,3.25,3.25,0,0,0,62,1,0
"1801",2.75,2.25,4,3.25,2,1,1,1,62,0,0
"1802",3.25,5,3,4.75,1.5,0,0,0,62,1,0
"1803",4,5,3.5,4.5,2.5,0,0,0,62,1,0
"1804",4,3,4,5,1,0,1,0,62,0,1
"1805",2.5,4.25,1.75,3.5,3.25,0,0,0,62,1,0
"1806",3.75,3.75,4,4.25,2.25,0,0,0,62,0,0
"1807",3,4,3.25,3.5,2.75,0,0,0,62,1,0
"1808",1.75,4,2.75,4,1,0,0,0,62,0,1
"1809",1.75,4.25,3.75,2.25,1.25,1,0,0,62,1,0
"1810",5,3,3,4.75,2.75,0,0,0,62,1,1
"1811",4,4,3.5,3.5,2.25,0,0,0,62,0,1
"1812",4,4.25,4.25,3.25,3.75,1,1,1,63,1,0
"1813",3,4.5,2.75,5,2,0,0,0,62,1,1
"1814",3.5,4,4,2.75,3,1,0,0,62,0,0
"1815",1.5,5,3.75,4.25,1.75,0,0,0,62,1,0
"1816",3.75,2.75,4.75,5,3,0,0,0,62,1,1
"1817",3.5,4.25,4.5,4.5,1.25,0,1,0,62,1,0
"1818",4.25,4.75,2.75,4.5,1.25,0,0,0,62,1,1
"1819",3.25,3.75,2.75,3.5,2.75,0,0,0,62,0,1
"1820",4,4.75,2.75,4,3.5,0,0,0,62,1,0
"1821",4,3.5,4.5,3.75,3,0,0,0,62,1,0
"1822",2,4.25,3.25,3.75,1.5,0,0,0,62,1,0
"1823",2.5,2.75,1.5,3.5,3.25,0,0,0,62,1,0
"1824",3,3.75,1.75,2.75,2.75,0,0,0,62,0,0
"1825",2.5,5,3.5,4.5,3.25,0,0,0,62,1,0
"1826",3.75,5,3.75,4,2.75,1,1,1,62,0,0
"1827",3.75,4.5,3,5,2.75,0,0,0,62,1,1
"1828",3.25,3.5,3.5,3.5,1.75,0,0,0,62,1,0
"1829",2.75,3.25,2.25,3.5,2.5,0,1,0,62,1,0
"1830",3,3.75,4,4,2.5,0,0,0,62,1,0
"1831",4,4.25,2.75,4,2.5,0,0,0,62,1,1
"1832",4.25,4.5,4.5,4.75,1.25,0,0,0,62,0,1
"1833",4.75,4.25,4,4.25,2.75,0,0,0,62,0,1
"1834",2.5,4,2.5,3.5,1.5,0,0,0,62,1,1
"1835",4.5,3.5,1.5,3,4.75,0,0,0,62,0,0
"1836",2.25,4,2.75,2.75,2,0,0,0,62,0,0
"1837",3.5,4.5,3.75,4,4.5,0,1,0,62,1,1
"1838",4.25,4.25,2.5,3.5,3.75,0,0,0,62,1,1
"1839",4.25,4.5,3.25,4,2.25,0,0,0,62,1,1
"1840",3.5,3,2.25,4.25,2,0,1,0,62,0,0
"1841",4,4.25,4.5,5,1.5,0,0,0,62,1,0
"1842",3.5,4,3,3.75,3.5,0,0,0,62,1,0
"1843",3.5,3.75,4,3.75,3.75,0,0,0,62,1,0
"1844",2.25,2.75,3.5,3.75,2.25,0,0,0,62,0,1
"1845",3.5,4.75,3,4.25,1,0,0,0,62,1,0
"1846",2.5,3.5,4.25,4.5,1.75,0,0,0,62,0,0
"1847",1.5,4.75,4,4.75,1,0,1,0,62,1,0
"1848",3.25,3.25,3.25,4,3.25,0,0,0,62,1,0
"1849",3.5,2.25,3.25,3.25,4,0,1,0,62,0,0
"1850",3.25,4.5,4.25,4.5,3,0,0,0,62,0,0
"1851",2.25,3.75,2,3.5,2.75,0,0,0,62,0,0
"1852",2.5,4.5,3,4.5,2.75,0,0,0,62,1,0
"1853",4,4.5,3,4,1.75,0,0,0,62,0,0
"1854",3.5,3.5,1.5,4,3.75,0,1,0,62,1,0
"1855",2.25,5,4,3.75,1.75,0,0,0,62,0,0
"1856",2.5,4.5,3.25,3.5,2.75,1,1,1,62,0,0
"1857",3.75,3.5,3.25,3,3,0,0,0,62,1,0
"1858",2,4.75,3.25,4.25,2.5,1,1,1,62,1,0
"1859",4.25,4.75,3.5,4.5,2,0,0,0,62,0,0
"1860",4.25,3.5,4.5,4.5,2.75,0,0,0,62,0,0
"1861",3,4.25,2.25,2.75,3.25,0,1,0,62,1,0
"1862",3,4.75,4.25,5,2,0,0,0,62,1,0
"1863",4.5,4.75,4.5,4.75,3.25,0,0,0,62,1,0
"1864",5,4.5,3.75,4.25,3.25,0,0,0,62,1,1
"1865",2,2.5,3.75,3.75,2.25,0,0,0,62,0,1
"1866",2.75,4.25,3,4,2.5,1,1,1,62,0,0
"1867",5,2.75,2.75,4,2.25,1,1,1,62,0,1
"1868",3.75,4.5,3.25,4,2.5,0,0,0,62,0,1
"1869",4,4,3.5,4.5,1,0,0,0,62,0,1
"1870",3.5,5,3.25,3.25,2.25,0,0,0,62,1,1
"1871",3.75,3.5,3,3.5,2.75,0,0,0,62,1,0
"1872",3.5,4.25,4.75,4,1.25,0,0,0,62,1,1
"1873",1.5,2.5,3.5,2.25,2.25,1,0,0,62,0,0
"1874",2.5,3.5,2.75,3,2.5,0,0,0,62,0,0
"1875",4.5,3.75,4.5,3.5,3.25,0,0,0,62,1,0
"1876",3,3.5,2.75,3.5,3,0,0,0,62,0,1
"1877",4,2.5,3.5,4.25,2.75,0,0,0,62,1,0
"1878",2.5,4,3.25,3.25,2.75,1,0,0,62,0,0
"1879",4.75,4,4.5,4,2.5,1,1,1,62,1,1
"1880",4.5,4,3.75,3.5,2,0,0,0,62,0,0
"1881",3.5,5,2.5,3.75,3,0,0,0,62,1,0
"1882",3.75,4,3.5,3.25,3.25,0,0,0,62,1,1
"1883",1.5,4,1.75,2.5,1.75,0,0,0,62,0,0
"1884",4.25,5,3.75,4.75,1.5,0,0,0,62,1,0
"1885",2.5,3.5,2.5,2.25,2.5,0,0,0,62,0,0
"1886",1.75,5,4.25,4,2.75,0,0,0,62,0,1
"1887",2.5,3.75,2.75,2.75,3.25,1,1,1,62,1,1
"1888",3.25,5,2,3.75,2.5,0,0,0,62,0,0
"1889",4.75,3.75,4.75,4.75,2,0,0,0,62,0,1
"1890",4,5,4,4.75,2.25,0,0,0,62,1,0
"1891",3.75,3.75,3.25,3.75,1,0,0,0,62,1,0
"1892",2.25,2.5,1.75,2,3.5,1,1,1,62,1,0
"1893",4.5,5,4.75,4.5,2.5,0,1,0,62,1,0
"1894",3,2.75,2.75,4.5,3,0,0,0,62,1,1
"1895",4,4.5,4,4.5,2,0,0,0,62,1,0
"1896",4.5,3.75,3.25,4,3.25,0,0,0,62,1,0
"1897",2.25,4.25,4.75,4.75,4.5,0,0,0,62,1,1
"1898",2.75,3.5,4,3.25,2.75,0,1,0,62,0,0
"1899",3,5,3.75,3.5,3.25,1,1,1,63,1,1
"1900",3.25,3.25,2.25,3.75,2,0,0,0,62,0,1
"1901",2.75,3.75,3.5,4,1.5,0,0,0,62,0,0
"1902",2.5,3.75,3,3.5,2,0,0,0,62,0,0
"1903",3,4.5,2.5,4,1.5,0,1,0,62,0,0
"1904",3.75,4.5,4,4.25,2,0,0,0,62,1,0
"1905",4.5,4,2,3.75,1.25,0,0,0,62,1,0
"1906",3,5,3,4.5,1,0,0,0,62,1,0
"1907",3.75,4.5,4.75,4.75,2.25,0,1,0,62,0,1
"1908",3.5,5,4.5,4.75,2.5,0,0,0,62,1,0
"1909",3,4,4.5,2.25,2.25,1,1,1,62,0,0
"1910",4.5,4.75,4.75,5,2.75,0,0,0,62,1,1
"1911",3,3,2.75,4.5,2.75,0,0,0,62,1,1
"1912",2.75,4.5,3.5,3.75,2.25,0,0,0,62,0,0
"1913",3.5,4,4.75,4,3.25,0,0,0,62,0,0
"1914",3.75,5,3.25,3.5,1.5,0,0,0,62,0,0
"1915",4.25,3.5,3.75,4.25,2.75,1,1,1,62,0,0
"1916",2.75,3.5,3,4.75,2.5,0,0,0,62,1,1
"1917",4.25,5,2.75,3.5,1,0,0,0,62,0,1
"1918",2,5,3.75,4.75,1.25,0,1,0,62,1,1
"1919",2.5,4.5,2,3.25,1,0,0,0,62,1,1
"1920",2.5,4.25,1.25,4.75,2.25,0,0,0,62,1,1
"1921",4.75,5,4,4.75,1.25,0,0,0,62,1,0
"1922",3,4.75,4.5,4.5,2,1,1,1,62,0,0
"1923",4,3,4.5,4,2,0,1,0,62,1,0
"1924",3.25,4.5,3.5,3.5,1.25,0,1,0,62,0,0
"1925",2.75,4.5,2.25,3,2.5,0,0,0,62,0,0
"1926",2.25,5,3.75,4.75,2,0,0,0,62,1,0
"1927",4.25,2.5,3.75,4,3.25,0,0,0,62,1,1
"1928",4.75,2.75,4.25,4.25,3.5,0,0,0,62,1,1
"1929",3.75,3,4,4.5,2.25,0,0,0,62,1,1
"1930",4,4,3,3.5,2.5,0,0,0,62,0,0
"1931",3,3.75,2.75,3.5,3.5,0,0,0,62,1,0
"1932",3,3.25,3,4.25,2.25,0,0,0,62,1,0
"1933",3.5,4.25,3.5,4,2,0,0,0,62,1,1
"1934",2.75,3.75,3,2.75,3.5,0,1,0,62,1,1
"1935",3.75,5,4.5,4,1.5,0,0,0,62,1,1
"1936",2,4,2.75,3.25,3.75,0,0,0,62,1,0
"1937",4.25,4,2.75,3.75,1.5,0,0,0,62,0,0
"1938",3,4.5,4,5,2.75,1,1,1,62,1,0
"1939",3.5,4.25,1.5,3,2.75,0,0,0,62,0,1
"1940",2.75,4.5,3.75,3.25,2.5,0,0,0,62,1,0
"1941",3.25,4.5,3.75,3.75,1.5,0,1,0,62,1,1
"1942",4,2.5,3.75,4.75,2.25,0,0,0,62,1,0
"1943",4.75,4.5,4,4.75,3,0,0,0,62,1,1
"1944",3,4.75,3.75,3.75,1.5,0,0,0,62,1,0
"1945",4.75,3.25,1.75,4,2,0,0,0,62,0,1
"1946",3.5,4,2.75,3.25,4.25,0,1,0,62,1,0
"1947",3,3.5,3.5,4.25,3.5,0,0,0,62,1,0
"1948",2.25,4,1.5,2.75,2.5,0,1,0,62,0,0
"1949",3.75,4.25,3.5,4.5,2,0,0,0,62,0,0
"1950",3.5,3.5,4.5,4.75,2,0,0,0,62,1,0
"1951",2.25,4,2,2.5,2,0,1,0,62,1,0
"1952",4,3.25,2.75,4,3.75,0,0,0,62,0,0
"1953",3.75,2.75,3.5,3.75,3.25,1,0,0,62,1,0
"1954",4.25,4.75,4,4.25,1,0,0,0,62,0,1
"1955",4,4.25,3.75,4.5,1.25,1,1,1,62,0,0
"1956",3.25,3,2.25,3.25,2.5,1,1,1,62,1,1
"1957",3.75,4.5,4.5,3.75,1.75,0,1,0,62,1,1
"1958",2.5,3.75,4.25,4.5,1.5,0,0,0,62,1,1
"1959",4,3.75,2.25,2.25,3.5,0,0,0,62,0,1
"1960",1.75,4.5,3.75,4,1.25,0,1,0,63,0,0
"1961",2.5,5,4.75,3.75,3.25,0,0,0,62,1,0
"1962",3.25,3.75,3.75,4.5,3.25,0,0,0,62,0,1
"1963",1.75,4.25,1.5,4,2,1,1,1,62,0,0
"1964",3.25,4,2,4,3.5,0,0,0,62,1,0
"1965",4,2.5,1.5,2.75,3.25,0,0,0,62,0,0
"1966",4,4,5,4,1,1,1,1,63,0,1
"1967",3.75,4.25,3,3.5,2.25,0,0,0,63,1,1
"1968",3.5,5,3.75,4.5,2,0,0,0,63,1,0
"1969",4.25,3.5,4.25,3.5,2.75,0,0,0,63,0,1
"1970",2.5,5,3.5,4.25,1.75,0,0,0,63,0,1
"1971",3.5,3.25,1.75,3.25,1.5,0,0,0,63,1,1
"1972",3.75,4.25,1.75,2.75,3.75,0,0,0,63,1,0
"1973",3.25,5,3.5,5,3,0,0,0,63,1,0
"1974",2.75,4.5,3,3.5,3,0,0,0,63,1,1
"1975",3.75,4.5,2,4,2.5,1,0,0,63,1,1
"1976",3,4.75,3.5,3.75,3,1,1,1,63,0,0
"1977",1.5,3,3.5,3.75,2,1,1,1,63,1,0
"1978",2.75,4.75,3.25,4.25,2.75,0,0,0,63,1,1
"1979",3.75,4,4,4.25,2.75,0,0,0,63,0,1
"1980",3,3.5,1.25,4,3.25,0,0,0,63,0,0
"1981",3,4.75,4.25,4.75,3,1,1,1,63,0,1
"1982",3.5,4.25,3,3.75,1,0,0,0,63,0,0
"1983",4.25,3.5,3.75,4.25,3.5,1,1,1,63,0,1
"1984",4,4.75,1.25,4.5,2.75,0,0,0,63,1,0
"1985",2.75,3.75,2.75,4.75,3.75,0,1,0,63,1,0
"1986",3.75,4.75,4.25,4.75,2.25,0,0,0,63,1,1
"1987",2,4.75,1.5,5,1.25,1,1,1,63,1,0
"1988",4.5,4.25,3,4.5,1.5,0,0,0,63,1,1
"1989",4.25,3.5,4,2.5,2,0,0,0,63,0,0
"1990",2,2,1,2,3,1,0,0,63,0,0
"1991",3.75,3.75,3.75,3.5,1.5,1,0,0,63,0,1
"1992",3,3.5,3,2.25,3.75,0,0,0,63,0,0
"1993",2.25,3.25,4,3.5,2.75,0,0,0,63,0,0
"1994",4.25,4.25,3.75,4.25,1.5,0,0,0,63,1,0
"1995",2.75,3.5,3,3.25,3,0,1,0,63,1,0
"1996",3,3.25,3.5,3.75,2.25,0,0,0,63,1,1
"1997",2,4,4.25,5,1,0,0,0,63,0,1
"1998",3.25,4.75,2.75,4,2.75,0,1,0,63,0,0
"1999",3,4.75,2.75,4.25,2.75,0,0,0,63,1,1
"2000",3,3.5,3.5,3.75,3.5,0,0,0,63,1,0
"2001",4.5,4.25,2.5,5,2.25,0,0,0,63,1,1
"2002",4,4.5,3.5,4,2.5,0,0,0,63,1,0
"2003",4.5,4.25,3.75,4.5,1.25,0,0,0,63,0,1
"2004",3.5,3,4,4.5,2.75,1,0,0,63,0,0
"2005",3.5,4.75,2.75,3.75,3.5,0,0,0,63,1,0
"2006",2.75,3.25,3.25,3.75,3.5,1,1,1,63,0,0
"2007",2.75,3.75,3.5,3,3.5,0,0,0,63,1,0
"2008",2.5,4.75,3.25,4,2.5,0,0,0,63,1,0
"2009",4,4.75,3.75,5,1,1,1,1,63,0,0
"2010",3.75,4.25,3.75,3.75,1.75,1,0,0,63,0,1
"2011",3,4.5,3,4.5,2,1,0,0,63,0,0
"2012",2.5,3.75,4.75,4.25,1.25,0,0,0,63,0,0
"2013",1.75,3.75,3,1.75,1.25,0,0,0,63,0,0
"2014",2.75,4.75,1.25,4,1,0,0,0,63,0,0
"2015",3.75,4.25,1.75,3.75,3.25,0,0,0,63,1,0
"2016",3.75,3.5,3,4.75,1.25,0,0,0,63,1,1
"2017",2.75,3.5,3.25,3.75,3,0,0,0,63,1,0
"2018",3.25,4,2.5,4.25,3.25,1,0,0,63,1,0
"2019",2.5,5,3,4.5,1.5,1,1,1,63,0,0
"2020",5,2.5,3,4.5,2.5,0,0,0,63,0,1
"2021",3.75,4,4.5,5,2,0,0,0,63,0,0
"2022",4,4.25,3.25,3.5,2.5,0,0,0,63,1,0
"2023",3,3,2.75,4,2,0,0,0,63,1,0
"2024",3.5,3.75,2.75,3.25,3,0,0,0,63,1,0
"2025",3.5,4.5,3.25,4.25,3,0,0,0,63,1,1
"2026",3.5,4.5,3,3.25,1,0,0,0,63,0,0
"2027",3,5,3.25,4,1,1,1,1,63,0,0
"2028",3.25,4,4.5,4.5,3.5,0,0,0,63,0,0
"2029",3.75,3.5,2.5,3.25,2.5,0,0,0,63,0,0
"2030",2.75,4.25,1.25,4,1,0,0,0,63,1,0
"2031",4.75,4.5,2,3.5,2.25,0,0,0,63,0,1
"2032",2.5,4.75,1.5,3,2,1,1,1,63,1,0
"2033",3.5,4,4,3.25,3.5,1,1,1,63,0,0
"2034",3.5,4.75,3.75,4.75,1.5,0,1,0,63,1,0
"2035",2.5,4,1.75,4.25,1.75,0,0,0,63,1,0
"2036",3.75,3.25,3.5,3.75,2.5,0,1,0,63,1,0
"2037",3.5,3.5,3,3.75,1.25,0,0,0,63,0,0
"2038",4.25,4.25,3.75,4.75,1,0,0,0,63,0,1
"2039",3.5,3.75,2.75,4,1.25,0,0,0,63,0,1
"2040",2,3.75,1,3.25,3,0,0,0,63,1,1
"2041",3.5,4,3.5,3.75,1,0,0,0,63,1,0
"2042",2.5,3.75,3.25,3,4.25,1,1,1,63,1,0
"2043",1.5,4.25,3.5,2.75,3,0,0,0,63,0,0
"2044",2,4.5,3,3.5,2,0,1,0,63,0,0
"2045",2.75,5,3,4.5,1.5,0,0,0,63,1,0
"2046",2.75,2.75,2,3,2.25,0,1,0,63,0,0
"2047",2.25,4.75,3.25,4.25,2.75,0,0,0,63,0,1
"2048",4.25,4.5,4,4.75,1.75,0,1,0,63,1,1
"2049",1.75,4,3.75,3.5,2.25,0,0,0,63,0,0
"2050",4,4.5,3.25,4.5,2.75,0,0,0,63,1,1
"2051",3.75,2.25,2,3,2.25,1,0,0,63,1,1
"2052",2.5,3,3,2,2,1,1,1,63,0,1
"2053",4.5,5,4.75,4.5,2,0,0,0,63,1,1
"2054",4,2.5,4.5,3.25,3.5,0,0,0,63,0,1
"2055",3,4.5,3.25,3.75,2.5,0,0,0,63,1,0
"2056",4.75,3.75,4.5,5,1.5,0,0,0,63,1,1
"2057",3.5,3.5,3.5,4,4,0,0,0,63,1,1
"2058",2.25,2.25,2,2.5,3.5,0,0,0,63,0,0
"2059",4.25,2.25,2.75,5,2,0,1,0,63,1,1
"2060",3.5,4,3,3.5,2.5,0,0,0,63,1,1
"2061",4.25,4,4,4.75,2,0,0,0,63,1,1
"2062",3.5,4,4,4.25,1.5,1,0,0,63,1,0
